Generation	Bias	Standardized.fitness	Adjusted.fitness	Hits
47	false	2.5563304	0.28118873	8
48	false	2.4325316	0.29133016	7
49	false	2.4299774	0.29154712	11
50	false	2.3617704	0.2974623	18
0	false	25.018364	0.038434394	3
1	false	24.422626	0.03933504	2
2	false	21.318647	0.044805583	1
3	false	21.318647	0.044805583	1
4	false	21.318647	0.044805583	1
5	false	20.675606	0.04613481	2
6	false	20.69451	0.04609461	1
7	false	16.815191	0.05613187	1
8	false	18.544142	0.05116623	4
9	false	15.606934	0.060215812	1
10	false	15.41566	0.060917437	8
11	false	13.696199	0.068044804	1
12	false	13.696199	0.068044804	1
13	false	12.979788	0.07153185	1
14	false	12.979788	0.07153185	1
15	false	12.113445	0.07625761	3
16	false	12.007346	0.076879635	3
17	false	8.098874	0.10990371	3
18	false	8.098874	0.10990371	3
19	false	7.861165	0.11285198	3
20	false	7.861165	0.11285198	3
21	false	7.861165	0.11285198	3
22	false	7.7212996	0.114661805	5
23	false	6.514441	0.1330771	4
24	false	5.3882823	0.1565366	6
25	false	5.3882823	0.1565366	6
26	false	5.3882823	0.1565366	6
27	false	5.3882823	0.1565366	6
28	false	4.513497	0.18137309	6
29	false	4.513497	0.18137309	6
30	false	4.30719	0.18842363	5
31	false	4.331436	0.18756673	11
32	false	4.0361867	0.19856293	4
33	false	3.699755	0.21277706	3
34	false	2.9500184	0.25316337	7
35	false	2.9500184	0.25316337	7
36	false	2.7744076	0.26494223	7
37	false	2.0809555	0.32457462	16
38	false	2.0316205	0.3298566	12
39	false	2.0316205	0.3298566	12
40	false	2.0159736	0.33156788	14
41	false	2.0159621	0.33156916	11
42	false	2.0159621	0.33156916	11
43	false	1.9602717	0.33780682	17
44	false	1.8594991	0.34971163	13
45	false	1.8453239	0.3514538	12
46	false	1.8298343	0.35337755	10
47	false	1.8091773	0.3559761	12
48	false	1.7952628	0.35774812	17
49	false	1.7907548	0.358326	9
50	false	1.774119	0.36047482	9
0	false	29.110489	0.03321102	2
1	false	26.96543	0.035758436	1
2	false	25.01516	0.038439125	1
3	false	24.76547	0.038811635	3
4	false	24.69736	0.038914505	1
5	false	24.403269	0.039365012	2
6	false	24.031326	0.039949942	2
7	false	21.719099	0.04401583	1
8	false	21.08511	0.045279376	4
9	false	20.499847	0.04651196	2
10	false	16.381027	0.057533998	4
11	false	16.3057	0.057784427	2
12	false	15.591206	0.060272895	7
13	false	14.553614	0.06429374	3
14	false	13.721969	0.0679257	4
15	false	13.6146145	0.06842466	3
16	false	13.6146145	0.06842466	3
17	false	13.205441	0.07039556	3
18	false	13.205441	0.07039556	3
19	false	13.009426	0.07138051	4
20	false	12.119373	0.07622315	4
21	false	12.119373	0.07622315	4
22	false	10.573507	0.086404234	4
23	false	10.708622	0.085407145	4
24	false	10.677467	0.08563501	3
25	false	10.546983	0.08660271	4
26	false	10.523185	0.08678156	3
27	false	9.826222	0.09236832	9
28	false	9.400005	0.096153796	2
29	false	9.400005	0.096153796	2
30	false	9.318015	0.09691787	4
